"Date_ID","Lab_ID","Other_Lab_ID","Problems","CRA","Error","DC13","DC13_Error","Date_Method","Calibration_Curve","Local_Reservoir_14Cyr","Local_Reservoir_14Cyr_Error","Material","Species","Site_ID","Phase_ID","Phase_by_Excavator","Site_Context","Sample_ID","Notes"
"ETH-8018","ETH-8018",NULL,NULL,2980,65,"-22.5",NULL,NULL,"IntCal13",NULL,NULL,"textile",NULL,"EG094","EG094-1","no",NULL,NULL,NULL
"ETH-8019","ETH-8019",NULL,NULL,2945,55,"-28.4",NULL,NULL,"IntCal13",NULL,NULL,"textile",NULL,"EG094","EG094-1","no",NULL,NULL,NULL
"Fra-50","Fra-50",NULL,NULL,3970,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG033","EG033-1","no",NULL,NULL,NULL
"GrN-1100","GrN-1100",NULL,NULL,4360,60,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG110","EG110-1","no",NULL,NULL,NULL
"GrN-1109","GrN-1109",NULL,NULL,4460,55,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG110","EG110-1","no",NULL,NULL,NULL
"GrN-1157","GrN-1157",NULL,NULL,3550,55,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Cedrus","EG011","EG011-1","no","Funerary ship of Senusret III",NULL,NULL
"GrN-1158","GrN-1158",NULL,NULL,3610,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"EG011","EG011-1","no","Funerary ship of Senusret III",NULL,NULL
"GrN-1178","GrN-1178",NULL,NULL,3610,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Cedrus","EG011","EG011-1","no","Funerary ship of Senusret III",NULL,NULL
"GrN-5658","GrN-5658",NULL,NULL,4085,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"other (unspecified)",NULL,"EG001","EG001-1","unique",NULL,NULL,NULL
"GrN-684","GrN-684",NULL,NULL,4450,100,NULL,NULL,"LSC/GPC","IntCal13",NULL,NULL,"wood",NULL,"EG085","EG085-3","no",NULL,NULL,NULL
"GrN-689","GrN-689",NULL,NULL,4450,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG112","EG112-1","unique",NULL,NULL,"Hassan reports the site as tomb 3035"
"GrN-902","GrN-902",NULL,NULL,4385,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG111","EG111-1","no",NULL,NULL,NULL
"Hv-11518","Hv-11518",NULL,NULL,4310,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Juncaceae","EG155","EG155-1","no",NULL,NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. The actual age is c1000 years too old."
"Hv-11519","Hv-11519",NULL,NULL,4515,350,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Juncaceae","EG155","EG155-1","no",NULL,NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. The actual age is c1000 years too old."
"Hv-11520","Hv-11520",NULL,NULL,4660,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Juncaceae","EG155","EG155-1","no",NULL,NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. The actual age is c1000 years too old."
"Hv-11521","Hv-11521",NULL,NULL,4445,130,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Juncaceae","EG155","EG155-1","no",NULL,NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. The actual age is c1000 years too old."
"Hv-12209","Hv-12209",NULL,NULL,3875,65,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG155","EG155-1","no",NULL,NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. These dates correspond with the middle age range of Hv-15504-6 series of dates."
"Hv-12210","Hv-12210",NULL,NULL,3915,75,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG153","EG153-2","no","Wood from a coffin",NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. That the result is older than expected could be explained by the growth of the wood."
"Hv-12214","Hv-12214",NULL,NULL,3505,275,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG153","EG153-2","no","Wood from a coffin",NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. That the result is older than expected could be explained by the growth of the wood."
"Hv-12215","Hv-12215",NULL,NULL,4615,140,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG153","EG153-1","no","Wood from a door",NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. That the result is in disagreement with the historical dating."
"Hv-12565","Hv-12565",NULL,NULL,4995,165,"-18.899999999999999",NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)",NULL,"EG034","EG034-1","no",NULL,NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC.Samples Hv-12566, 12567, 12656 all come from one of the chambers of the same grave from which the superstructure provided samples Hv-11518, 11519, 11520, 11521 (rush/straw). The Burial was disturbed, however, samples Hv-12566, 12567, 12565 were not mixed with the remains of secondary Burials and would be expected to be simultaneous in date."
"Hv-12566","Hv-12566",NULL,NULL,4250,80,"-23.7",NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG034","EG034-1","no",NULL,NULL,"Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC.Samples Hv-12566, 12567, 12656 all come from one of the chambers of the same grave from which the superstructure provided samples Hv-11518, 11519, 11520, 11521 (rush/straw). The Burial was disturbed, however, samples Hv-12566, 12567, 12565 were not mixed with the remains of secondary Burials and would be expected to be simultaneous in date."
"Hv-12567","Hv-12567",NULL,NULL,4180,65,"-21.3",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG034","EG034-1","no",NULL,NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC.Samples Hv-12566, 12567, 12656 all come from one of the chambers of the same grave from which the superstructure provided samples Hv-11518, 11519, 11520, 11521 (rush/straw). The Burial was disturbed, however, samples Hv-12566, 12567, 12565 were not mixed with the remains of secondary Burials and would be expected to be simultaneous in date."
"Hv-15504","Hv-15504",NULL,NULL,3970,155,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)",NULL,"EG154","EG154-1","no",NULL,NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. From the same context as Hv-15505 and Hv-15506."
"Hv-15505","Hv-15505",NULL,NULL,4295,85,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG154","EG154-1","no",NULL,NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. It is noted that the mummy binding may have been soaked in embalming fluids and that this might contribute towards a date older than the other two samples from this context: Hv-15504 and Hv-15506."
"Hv-15506","Hv-15506",NULL,NULL,3805,75,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG154","EG154-1","no",NULL,NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. From the same context as Hv-15505 and Hv-15504."
"Hv-15507","Hv-15507",NULL,NULL,3890,75,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG155","EG155-1","no",NULL,NULL,"Samples in the Herakleopolitan Hv- series relate to archival material from Museums and remains from the excavations in Giza and Saqqara (Zdiarksy). Herakleopolitan: Dynasties 9 and 10. Expected age of 2100-2000 BC. These dates correspond with the middle age range of Hv-15504-6 series of dates."
"Hv-14870","Hv-14870",NULL,NULL,4255,135,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG033","EG033-2","no",NULL,NULL,NULL
"Hv-14871","Hv-14871",NULL,NULL,3855,240,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG033","EG033-2","no",NULL,NULL,NULL
"Hv-14872","Hv-14872",NULL,NULL,4820,255,NULL,NULL,NULL,"Marine13",60,70,"bone (animal)",NULL,"EG033","EG033-2","no",NULL,NULL,NULL
"KIK-4327","KIK-4327","KIA-31699",NULL,3860,35,"-23.84",NULL,"AMS","IntCal13",NULL,NULL,"plant matter",NULL,"EG087","EG087-2","no",NULL,"AF5920 (reed from a coffin)","Reed from a coffin"
"KIK-4328","KIK-4328","KIA-31700",NULL,3805,30,"-23.49",NULL,"AMS","IntCal13",NULL,NULL,"plant matter",NULL,"EG087","EG087-2","no",NULL,"AF5772 (reed from a coffin)","Reed from a coffin"
"KIK-4331","KIK-4331","KIA-31703",NULL,3910,40,"-27.65",NULL,"AMS","IntCal13",NULL,NULL,"textile","Linum","EG087","EG087-2","no",NULL,"AF6015 (linen from a shroud)","Linen from a shroud"
"KIK-4573","KIK-4573","KIA-33843",NULL,2655,30,"-23.95",NULL,"AMS","IntCal13",NULL,NULL,"textile","Linum","EG087","EG087-3","no",NULL,"AF5686 (linen from a mummy)","Linen from a mummy. Sample  partly disintegrates during pre-treatment"
"LJ-1314","LJ-1314",NULL,NULL,4150,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Acacia","EG100","EG100-1","no",NULL,NULL,NULL
"LJ-1315","LJ-1315",NULL,NULL,4080,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Acacia","EG100","EG100-1","no",NULL,NULL,NULL
"LJ-1459","LJ-1459",NULL,NULL,4360,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG109","EG109-1","no",NULL,NULL,NULL
"LJ-1490","LJ-1490",NULL,NULL,4370,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG107","EG107-1","no",NULL,NULL,NULL
"LJ-172","LJ-172",NULL,NULL,4120,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Acacia","EG100","EG100-1","no",NULL,NULL,NULL
"LJ-175","LJ-175",NULL,NULL,4080,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Ficus?","EG100","EG100-1","no",NULL,NULL,NULL
"Lu-1503","Lu-1503",NULL,NULL,2410,55,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG026","EG026-3","no","Sample Mummy 1772",NULL,NULL
"Lu-1504","Lu-1504",NULL,NULL,3480,55,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG026","EG026-2","no","same coffin Lu-1503, Lu-1504, Lu-1505;estimated age 1500-1085 BC",NULL,NULL
"Lu-1505","Lu-1505",NULL,NULL,3460,55,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG026","EG026-2","no","same coffin Lu-1503, Lu-1504, Lu-1505;estimated age 1500-1085 BC",NULL,NULL
"OxA-1387","OxA-1387",NULL,NULL,2760,90,"-26",NULL,NULL,"IntCal13",NULL,NULL,"textile",NULL,"EG159","EG159-1","no","Zagreb mummy","Sample 13",NULL
"OxA-1388","OxA-1388",NULL,NULL,2700,90,"-26",NULL,NULL,"IntCal13",NULL,NULL,"textile",NULL,"EG159","EG159-1","no","Zagreb mummy","Sample 13",NULL
"OxA-1389","OxA-1389",NULL,NULL,2920,100,"-26",NULL,NULL,"IntCal13",NULL,NULL,"plant remain",NULL,"EG159","EG159-1","no","Zagreb mummy","Sample 14",NULL
"OxA-1391","OxA-1391",NULL,NULL,3010,80,"-26",NULL,NULL,"IntCal13",NULL,NULL,"other (unspecified)",NULL,"EG159","EG159-1","no","Zagreb mummy","Sample 17",NULL
"OxA-147","OxA-147",NULL,NULL,4120,150,NULL,NULL,"AMS","IntCal13",NULL,NULL,"grain","Triticum dicoccum","EG100","EG100-1","no",NULL,NULL,"In the Radon B website it is reported that the date is quoted in Gillespie et al. Antiquity 1984, but this is not correct"
"OxA-14993","OxA-14993",NULL,NULL,3551,32,"-9.4",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-1","no",NULL,"Sample Fragment B2",NULL
"OxA-14994","OxA-14994",NULL,NULL,3483,32,"-9",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-1","no",NULL,"Sample Fragment B2",NULL
"OxA-15309","OxA-15309",NULL,NULL,3626,33,"-9.6999999999999993",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-3","no",NULL,"Sample 10081c",NULL
"OxA-15310","OxA-15310",NULL,NULL,3560,33,"-8.9",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-3","no",NULL,"Sample 10018Bd",NULL
"OxA-15311","OxA-15311",NULL,NULL,3532,31,"-9.4",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-2","no",NULL,"Sample 10248",NULL
"OxA-15312","OxA-15312",NULL,NULL,3485,31,"-8.8000000000000007",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-3","no",NULL,"Sample 10419a",NULL
"OxA-15313","OxA-15313",NULL,NULL,3503,30,"-9.4",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-3","no",NULL,"Sample 10009",NULL
"OxA-15314","OxA-15314",NULL,NULL,3755,33,"-10.1",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-3","no",NULL,"Sample 10038 b+c",NULL
"OxA-15315","OxA-15315",NULL,NULL,3513,31,"-8.9",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-2","no",NULL,"Sample 10041",NULL
"OxA-15316","OxA-15316",NULL,NULL,3542,30,"-9.3000000000000007",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-3","no",NULL,"Sample 10053",NULL
"OxA-15317","OxA-15317",NULL,NULL,3532,31,"-8.6999999999999993",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-2","no",NULL,"Sample 10092",NULL
"OxA-15318","OxA-15318",NULL,NULL,3518,31,"-9.1999999999999993",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-2","no",NULL,"Sample 10345d",NULL
"OxA-15501","OxA-15501",NULL,NULL,3661,31,"-21.933",NULL,"AMS","IntCal13",NULL,NULL,"wood","Abies?","EG040","EG040-1","unique",NULL,"Sample EA70881",NULL
"OxA-17850","OxA-17850",NULL,NULL,4084,32,"-22.8",NULL,"AMS","IntCal13",NULL,NULL,"seeds","Scorpiurus muricatus","EG088","EG088-1","no",NULL,"Sample Tackholm No. 4",NULL
"OxA-18050","OxA-18050",NULL,NULL,4463,31,"-23.5",NULL,"AMS","IntCal13",NULL,NULL,"plant matter",NULL,"EG089","EG089-1","unique",NULL,"Sample VM3332",NULL
"OxA-18052","OxA-18052",NULL,NULL,2421,28,"-8.1",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG090","EG090-1","no",NULL,"Sample MM30948",NULL
"OxA-18053","OxA-18053",NULL,NULL,4108,30,"-24.2",NULL,"AMS","IntCal13",NULL,NULL,"seeds","Lathyus hirsutus","EG088","EG088-1","no",NULL,"Sample Tackholm No. 10",NULL
"OxA-18406","OxA-18406",NULL,NULL,4135,30,"-21.1",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Lolium temulentum","EG088","EG088-1","no",NULL,"Sample Tackholm No. 11",NULL
"OxA-18500","OxA-18500",NULL,NULL,4177,28,"-24.9",NULL,"AMS","IntCal13",NULL,NULL,"seeds","Vicia lutea","EG088","EG088-1","no",NULL,"Sample Tackholm No. 7",NULL
"OxA-18514","OxA-18514",NULL,NULL,4091,29,"-25",NULL,"AMS","IntCal13",NULL,NULL,"textile",NULL,"EG057","EG057-1","no",NULL,"Sample 56.21.428",NULL
"OxA-18553","OxA-18553",NULL,NULL,3979,29,"-25.1",NULL,"AMS","IntCal13",NULL,NULL,"textile",NULL,"EG091","EG091-1","unique",NULL,"Sample 56.21.427",NULL
"OxA-18957","OxA-18957",NULL,NULL,4145,32,"-23.1",NULL,"AMS","IntCal13",NULL,NULL,"grain","Triticum","EG090","EG090-1","no",NULL,"Sample EBC26775",NULL
"OxA-19005","OxA-19005",NULL,NULL,4168,27,"-22,0",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Triticum sp.","EG090","EG090-1","no",NULL,"Sample EBC40750",NULL
"OxA-19141","OxA-19141",NULL,NULL,4140,31,"-22.2",NULL,"AMS","IntCal13",NULL,NULL,"plant matter",NULL,"EG057","EG057-1","no",NULL,"Sample MM5176",NULL
"OxA-20014","OxA-20014",NULL,NULL,3469,27,"-23.9",NULL,"AMS","IntCal13",NULL,NULL,"textile","Cannabis?","EG048","EG048-1","no",NULL,"Sample Gallery 6a/10/4",NULL
"OxA-20200","OxA-20200",NULL,NULL,3546,27,"-25.1",NULL,"AMS","IntCal13",NULL,NULL,"textile","Linum?","EG041","EG041-1","unique",NULL,"Sample UC6536",NULL
"OxA-20212","OxA-20212",NULL,NULL,3911,31,"-9.1",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG005","EG005-1","no",NULL,"Sample BM10735/10",NULL
"OxA-20307","OxA-20307",NULL,NULL,3652,28,"-22.5",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Poaceae","EG049","EG049-1","unique",NULL,"Sample 481",NULL
"OxA-20308","OxA-20308",NULL,NULL,3557,28,"-24.2",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Poaceae","EG039","EG039-1","no",NULL,"Sample 527",NULL
"OxA-20479","OxA-20479",NULL,NULL,3498,32,"-25.1",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Poaceae","EG048","EG048-1","no",NULL,"Sample 482",NULL
"OxA-20480","OxA-20480",NULL,NULL,3489,34,"-22.9",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Poaceae","EG009","EG009-1","no",NULL,"Sample 557",NULL
"OxA-20736","OxA-20736",NULL,NULL,4115,32,"-24.6",NULL,"AMS","IntCal13",NULL,NULL,"wood","Commiphora?","EG087","EG087-1","no",NULL,"Sample 261",NULL
"OxA-20767","OxA-20767",NULL,NULL,4081,29,"-24.5",NULL,"AMS","IntCal13",NULL,NULL,"wood","Commiphora?","EG087","EG087-1","no",NULL,"Sample 261",NULL
"OxA-20768","OxA-20768",NULL,NULL,4172,28,"-24.9",NULL,"AMS","IntCal13",NULL,NULL,"wood","Commiphora?","EG087","EG087-1","no",NULL,"Sample 261",NULL
"OxA-25598","OxA-25598",NULL,NULL,3858,30,"-24.093",NULL,"AMS","IntCal13",NULL,NULL,"wood","Acacia","EG123","EG123-1","no",NULL,"Sample:E.85.1921",NULL
"OxA-25773","OxA-25773",NULL,NULL,3717,31,"-27.556000000000001",NULL,"AMS","IntCal13",NULL,NULL,"wood","Ficus sycomorus?","EG123","EG123-1","no",NULL,"Sample:E.86.1921",NULL
"OxA-6178","OxA-6178",NULL,NULL,3360,65,"-24.8",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG149","EG149-1","no",NULL,"MMA 14.10.4.",NULL
"OxA-6420","OxA-6420",NULL,NULL,3235,45,"-27.1",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG149","EG149-1","no",NULL,"2464",NULL
"OxA-6576","OxA-6576",NULL,NULL,3310,60,"-27.3",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG149","EG149-1","no",NULL,"2475",NULL
"P-1730a","P-1730a",NULL,NULL,3210,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Phragmites?","EG086","EG086-2","no",NULL,NULL,NULL
"P-1821","P-1821",NULL,NULL,3600,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Cedrus","EG011","EG011-1","no",NULL,NULL,NULL
"P-214","P-214",NULL,NULL,4447,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Acacia","EG104","EG104-1","no",NULL,NULL,"The date reported by Derricourt 1971, 4947±150 BP, is not correct"
"P-215","P-215",NULL,NULL,4594,91,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG110","EG110-1","no",NULL,NULL,"The date reported in Hassan 1980 is not correct"
"P-216","P-216",NULL,NULL,4082,102,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Cedrus","EG012","EG012-1","no",NULL,NULL,NULL
"P-725","P-725",NULL,NULL,4550,60,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Cedrus","EG028","EG028-1","no",NULL,NULL,NULL
"SL-8","SL-8",NULL,NULL,4020,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Ficus?","EG100","EG100-1","no",NULL,NULL,NULL
"SMU-0453","SMU-0453",NULL,NULL,4330,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG027","EG027-1","no",NULL,NULL,NULL
"SMU-1302","SMU-1302",NULL,NULL,4165,81,"-27.1",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG027","EG027-1","no",NULL,NULL,NULL
"SMU-1350","SMU-1350",NULL,NULL,3950,35,"-25.9",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG101","EG101-1","no",NULL,NULL,NULL
"SMU-1351","SMU-1351",NULL,NULL,3900,24,"-26.4",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG098","EG098-1","unique",NULL,NULL,NULL
"SMU-1352","SMU-1352",NULL,NULL,3735,59,"-21.9",NULL,NULL,"IntCal13",NULL,NULL,"sediment",NULL,"EG030","EG030-1","no",NULL,NULL,NULL
"SMU-1355","SMU-1355",NULL,NULL,4161,57,"-21",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG102","EG102-1","no",NULL,NULL,NULL
"SMU-1356","SMU-1356",NULL,NULL,3915,142,"-24.3",NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG003","EG003-1","no",NULL,NULL,NULL
"SMU-1357","SMU-1357",NULL,NULL,4126,147,"-24.3",NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG003","EG003-1","no",NULL,NULL,NULL
"SMU-1358","SMU-1358",NULL,NULL,4482,37,"-26.6",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG111","EG111-1","no",NULL,NULL,NULL
"SMU-1362","SMU-1362",NULL,NULL,4289,47,"-25.2",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG101","EG101-1","no",NULL,NULL,NULL
"SMU-1368","SMU-1368",NULL,NULL,4293,192,"-23.1",NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG099","EG099-1","no",NULL,NULL,NULL
"SMU-1369","SMU-1369",NULL,NULL,4144,140,"-26.5",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG027","EG027-1","no",NULL,NULL,NULL
"SMU-1370","SMU-1370",NULL,NULL,4048,48,"-25.9",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG030","EG030-1","no",NULL,NULL,NULL
"SMU-1371","SMU-1371",NULL,NULL,3330,56,"-26.8",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG081","EG081-1","no",NULL,NULL,NULL
"SMU-1372","SMU-1372",NULL,NULL,4042,99,"-26.8",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG007","EG007-1","no",NULL,NULL,NULL
"SMU-1373","SMU-1373",NULL,NULL,4041,100,"-25.9",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG115","EG115-1","no",NULL,NULL,NULL
"SMU-1392","SMU-1392",NULL,NULL,4103,148,"-19.399999999999999",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG057","EG057-1","no",NULL,NULL,NULL
"SMU-1395","SMU-1395",NULL,NULL,3769,208,"-27",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG082","EG082-1","no",NULL,NULL,NULL
"SMU-1396","SMU-1396",NULL,NULL,3792,34,"-25.8",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG081","EG081-1","no",NULL,NULL,NULL
"SMU-1397","SMU-1397",NULL,NULL,4252,137,"-26.3",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG101","EG101-1","no",NULL,NULL,NULL
"SMU-1398","SMU-1398",NULL,NULL,4206,52,"-24.8",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG092","EG092-1","no",NULL,NULL,NULL
"SMU-1412","SMU-1412",NULL,NULL,4807,187,"-21",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG057","EG057-1","no",NULL,NULL,NULL
"SMU-1413","SMU-1413",NULL,NULL,3985,129,"-23.7",NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG121","EG121-1","no",NULL,NULL,NULL
"SMU-1414","SMU-1414",NULL,NULL,3768,51,"-20.9",NULL,NULL,"IntCal13",NULL,NULL,"sediment",NULL,"EG030","EG030-1","no",NULL,NULL,NULL
"SMU-1415","SMU-1415",NULL,NULL,4418,250,"-26.1",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG030","EG030-1","no",NULL,NULL,NULL
"SMU-1416","SMU-1416",NULL,NULL,3687,230,"-26.9",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG032","EG032-1","no",NULL,NULL,NULL
"SMU-1417","SMU-1417",NULL,NULL,4359,241,"-25.8",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"SMU-1418","SMU-1418",NULL,NULL,4258,273,"-26.7",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"SMU-1419","SMU-1419",NULL,NULL,3685,60,"-21.9",NULL,NULL,"IntCal13",NULL,NULL,"sediment",NULL,"EG030","EG030-1","no",NULL,NULL,NULL
"SMU-1469","SMU-1469",NULL,NULL,4458,140,"-26.6",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG097","EG097-1","no",NULL,NULL,NULL
